signal_date,entry_date,asset,headline_summary,sentiment_score,signal,entry_price,price_1d,price_3d,price_7d
2026-07-18,2026-07-19,BTC-USD,"Whale's Insight: Bitcoin's CPI Rally Is Fake, Built On Borrowed Money | Weekly Commentary: Sloppy",-0.5,🔴 SELL,64799.27734375,65230.02734375,66100.796875,65340.30078125
2026-07-19,2026-07-20,BTC-USD,Who Takes the Bitcoin Baton After Strategy? Bitwise CIO Matt Hougan Names the 'Final Boss',0.0,⚪ HOLD,64684.41796875,66505.125,65044.8125,63724.8984375
2026-07-20,2026-07-21,BTC-USD,VanEck Mid-July 2026 Bitcoin ChainCheck | Sam Altman-Linked Worldcoin Surges After Grayscale Files for First US Spot ETF | Who Takes the Bitcoin Baton After Strategy? Bitwise CIO Matt Hougan Names the 'Final Boss',0.3333333333333333,🟢 BUY,65228.87109375,66100.796875,64098.49609375,63871.36328125
2026-07-21,2026-07-22,BTC-USD,Cryptocurrencies: Bitcoin Climbs To 7-Week High | VanEck Mid-July 2026 Bitcoin ChainCheck | Sam Altman-Linked Worldcoin Surges After Grayscale Files for First US Spot ETF,0.6666666666666666,🟢 BUY,66506.7890625,65044.8125,64311.8125,63908.16796875
2026-07-22,2026-07-23,BTC-USD,Bitcoin Drops From 5-Week High As Geopolitical Risk Tests Renewed ETF Demand | Cryptocurrencies: Bitcoin Climbs To 7-Week High,0.0,⚪ HOLD,66100.1328125,64098.49609375,65340.30078125,64725.30859375
2026-07-23,2026-07-24,BTC-USD,"Things Are Getting Interesting In Macro Kingdom | GBTC: The Last Grayscale Trust Without A Yield Story | Market Brief: BIP-110, What It Means For Bitcoin Investors | Bitcoin Drops From 5-Week High As Geopolitical Risk Tests Renewed ETF Demand",-0.25,🔴 SELL,65044.95703125,64311.8125,63724.8984375,
2026-07-24,2026-07-25,BTC-USD,"Weekly Commentary: Bond Yield Breakout | Things Are Getting Interesting In Macro Kingdom | GBTC: The Last Grayscale Trust Without A Yield Story | Market Brief: BIP-110, What It Means For Bitcoin Investors",0.0,⚪ HOLD,64098.4921875,65340.30078125,63871.36328125,
2026-07-25,2026-07-26,BTC-USD,Weekly Commentary: Bond Yield Breakout,0.0,⚪ HOLD,64311.78515625,63724.8984375,63908.16796875,
2026-07-26,2026-07-27,BTC-USD,"Savannah Guthrie Posts New Plea To Mom’s Captors: ‘Tell Us Where To Look For Her’ | Coinbase CEO Brian Armstrong Once Advised People to Build a Powerful Vision of the Change They Seek: 'Start With Something You Feel in Your Bones' | Last day for Americans to claim up to $5,000 from data breach settlement | New York AG warns CLARITY Act could weaken state crypto enforcement | Claude AI chats exposed on Google search, including crypto wallet keys",-0.2,⚪ HOLD,65340.58984375,63871.36328125,64725.30859375,
2026-07-27,2026-07-28,BTC-USD,"FBTC: Self-Custody Was The Pitch, Now There's A Backup Plan Nobody Explained",0.0,⚪ HOLD,63723.48828125,63908.16796875,,
2026-07-28,2026-07-29,BTC-USD,"FBTC: Self-Custody Was The Pitch, Now There's A Backup Plan Nobody Explained",0.0,⚪ HOLD,63871.39453125,64725.30859375,,
2026-07-29,2026-07-30,BTC-USD,Whale's Insight: Bitcoin Up 9% In July - Is Crypto The First To Recover From The AI Unwind?,1.0,🟢 BUY,63908.625,,,
