signal_date,entry_date,asset,headline_summary,sentiment_score,signal,entry_price,price_1d,price_3d,price_7d
2025-10-16,2025-10-17,BTC-USD,Is Bitcoin's Popularity Undermining Its Use For Hedging Stock Market Risk?,0.0,⚪ HOLD,108179.1328125,107198.265625,110588.9296875,111033.921875
2025-10-22,2025-10-23,BTC-USD,Cryptocurrencies: Bitcoin Hits 3-Month Low | Why I'm Still Buying FRMO Corporation Despite The Pullback,-0.47583436965942383,🔴 SELL,107679.4375,111033.921875,114472.4453125,108305.546875
2025-10-23,2025-10-24,BTC-USD,VanEck Mid-October 2025 Bitcoin ChainCheck | Above The Noise: Has The 'Bubble Talk' Been Blown Out Of Proportion?,0.0,⚪ HOLD,110069.3515625,111641.7265625,114119.328125,109556.1640625
2025-10-27,2025-10-28,BTC-USD,"AI, Crypto And Gold On Watch As Equity Bull Run Continues",0.0,⚪ HOLD,114129.0859375,110055.3046875,109556.1640625,101590.5234375
2025-11-03,2025-11-04,BTC-USD,Major Asset Classes: October 2025 Performance Review,0.0,⚪ HOLD,106541.421875,103891.8359375,103372.40625,102997.46875
2025-11-05,2025-11-06,BTC-USD,"Market Minute 11-5-25- Red Hot Investments Turn Ice Cold | Grayscale Waives Fees And Stakes 100% Of Solana Holdings For GSOL ETF At 7.23% Reward Rate Until AUM Reaches $1B Or Three Months, Whichever Occurs First",0.0,⚪ HOLD,103893.6640625,103372.40625,104719.640625,99697.4921875
2025-11-06,2025-11-07,BTC-USD,"Bitcoin Holds Above $100,000, But For How Long? | [LIVE]Crypto News Today: BTC Bulls Still In Play? ETH Targets $4k As Big Money Moves In | Spot ETFs Give Rise To Crypto Basis Trading",0.0,⚪ HOLD,101286.2421875,102282.1171875,105996.59375,94397.7890625
2025-11-07,2025-11-08,BTC-USD,Market Minute 11-7-25- Flights Grounded Amid Record Shutdown,-0.9632344841957092,🔴 SELL,103371.703125,104719.640625,102997.46875,95549.1484375
2025-11-10,2025-11-11,BTC-USD,Market Minute 11-10-25- Shutdown Vote Hopes Propel Stocks Higher,0.9173312187194824,⚪ HOLD,105996.859375,101663.1875,94397.7890625,92948.875
2025-11-11,2025-11-12,BTC-USD,Inside Active Management: How We Invest In The Crypto Economy,0.0,⚪ HOLD,103011.4375,99697.4921875,95549.1484375,91465.9921875
2025-11-13,2025-11-14,BTC-USD,Crypto Asset Manager Grayscale Files for IPO in the U.S.,0.0,⚪ HOLD,99694.703125,95549.1484375,92093.875,85090.6875
2025-11-14,2025-11-15,BTC-USD,Bitcoin’s bear market week,0.0,⚪ HOLD,94420.46875,94177.078125,92948.875,84648.359375
2025-11-15,2025-11-16,BTC-USD,Weekly Commentary: Last Gasp | Grayscale Tries Testing Wall Street’s Nerves with IPO,0.0,⚪ HOLD,95556.8671875,92093.875,91465.9921875,86805.0078125
2025-11-17,2025-11-18,BTC-USD,"ETFs in Spotlight as Price of Bitcoin Sinks Below $96,000",-0.8543423414230347,🔴 SELL,92094.53125,91465.9921875,85090.6875,87341.890625
2025-11-18,2025-11-19,BTC-USD,"Bitcoin Loses 2025 Gains: $90,000 Marks Crypto Market Turning Point (Technical Analysis) | QQQ-SPX Volatility Spread Widens To 1Y High On Tech Angst",0.4548336863517761,⚪ HOLD,92946.1640625,86631.8984375,84648.359375,90518.3671875
2025-11-19,2025-11-20,BTC-USD,Cryptocurrencies: Bitcoin Plummets To 7-Month Low,-0.9666691422462463,🔴 SELL,91459.3515625,85090.6875,86805.0078125,91285.375
2025-11-20,2025-11-21,BTC-USD,"After The Renaissance: Crypto Meets Its Reckoning | MoneyMasters Podcast 11-20-25- eToro's McCormick on Social Investing, AI,  Crypto | Bitcoin Recovers As Nvidia Earnings Spark Fragile Market Optimism | VanEck Mid-November 2025 Bitcoin ChainCheck",-0.14288271963596344,⚪ HOLD,86528.7734375,84648.359375,88270.5625,90919.265625
2025-11-21,2025-11-22,BTC-USD,"Institutions Opened The Doors For Bitcoin, But Hot Money Cooled Off",0.4093819558620453,⚪ HOLD,85098.5625,86805.0078125,87341.890625,90851.7578125
2025-11-22,2025-11-23,BTC-USD,Bitcoin And The Bear,0.0,⚪ HOLD,84648.609375,88270.5625,90518.3671875,90394.3125
2025-11-26,2025-11-27,BTC-USD,$6 Billion Meltdown: The Crypto ETF Crash Wall Street Didn't See Coming,0.0,⚪ HOLD,90517.765625,90919.265625,90394.3125,92141.625
2025-11-28,2025-11-29,BTC-USD,"Nasdaq Seeks 4X Options Limit Jump For IBIT — Will Bitcoin ETFs Lift Off? | Whale's Tracking - Deepening Rift | Whale's Tradingview: Ending Bull, Early Bear",0.18714978297551474,⚪ HOLD,90918.7421875,90394.3125,91350.203125,89272.375
2025-11-29,2025-11-30,BTC-USD,Weekly Commentary: Everywhere,0.0,⚪ HOLD,90838.2109375,86321.5703125,93527.8046875,90405.640625
2025-12-01,2025-12-02,BTC-USD,Soft Labor Market Keeps Fed Cut In Play | Whale's Insight: A Quiet Week With Currents Beneath | Major Asset Classes: November 2025 Performance Review,-0.22626753648122153,🔴 SELL,86322.5390625,93527.8046875,89387.7578125,92691.7109375
2025-12-02,2025-12-03,BTC-USD,Crypto Recovery: Dead Cat Bounce Or The Start Of A Buy The Dip?,0.0,⚪ HOLD,91345.09375,92141.625,89272.375,92020.9453125
2025-12-03,2025-12-04,BTC-USD,2026 Global Outlook: Pushing Limits,0.8411918878555298,⚪ HOLD,93454.2578125,89387.7578125,90405.640625,92511.3359375
2025-12-04,2025-12-05,BTC-USD,"2026 Perspectives: Discipline In An Age Of Disruption | Bitcoin Price Alert: Bitcoin Breaks Major Resistance - Next Stop $100,000?",0.0,⚪ HOLD,92133.6484375,89272.375,90640.203125,90270.4140625
2025-12-05,2025-12-06,BTC-USD,Whale's Insight: Distribution And Education,0.0,⚪ HOLD,89389.359375,90405.640625,92691.7109375,90298.7109375
2025-12-06,2025-12-07,BTC-USD,Weekly Commentary: $12 TN And Counting | Whale's Tracking - The Silver Age,0.0,⚪ HOLD,89277.8125,90640.203125,92020.9453125,88175.1796875
2025-12-08,2025-12-09,BTC-USD,Navigating Fed Monetary Policy Uncertainty And The Markets | Whale's Digital Asset View: Top Two At A Crossroad,0.0,⚪ HOLD,90639.703125,92020.9453125,90270.4140625,87843.984375
2025-12-09,2025-12-10,BTC-USD,Micro Is Macro In Mega AI Buildout,0.5240148305892944,⚪ HOLD,92695.234375,92511.3359375,90298.7109375,86143.7578125
2025-12-10,2025-12-11,BTC-USD,Tech Fears Subside As Dovish Fed Expectations Return,-0.7126415967941284,🔴 SELL,92011.3046875,90270.4140625,88175.1796875,85462.5078125
2025-12-12,2025-12-13,BTC-USD,Bitcoin Yield 2026: Will Hashrate Become Wall Street's Next Cash-Flow Market?,0.0,⚪ HOLD,90257.796875,88175.1796875,87843.984375,88344.0
2025-12-13,2025-12-14,BTC-USD,Weekly Commentary: It's Back,0.0,⚪ HOLD,90296.4375,86419.78125,86143.7578125,88621.75
2025-12-17,2025-12-18,BTC-USD,"Bitcoin, gold, AI were key drivers of 2025's record ETF inflows",0.6298379898071289,⚪ HOLD,86144.3671875,88103.3828125,88621.75,87234.7421875
2025-12-18,2025-12-19,BTC-USD,Bitcoin Heads for Fourth Annual Loss: What ETFs May Face in 2026,-0.8803170323371887,🔴 SELL,85476.1328125,88344.0,88490.015625,87301.4296875
2025-12-20,2025-12-21,BTC-USD,Plan For 2026: Predictions From Our Portfolio Managers | Weekly Commentary: Global Monitoring Report On NBFI,0.0,⚪ HOLD,88344.703125,88490.015625,87611.9609375,87835.8359375
2025-12-22,2025-12-23,BTC-USD,IBIT: The Risk Of Bitcoin's Decline To $30K,-0.9215899705886841,🔴 SELL,88490.03125,87611.9609375,87301.4296875,88430.1328125
2025-12-23,2025-12-24,BTC-USD,VanEck Mid-December 2025 Bitcoin ChainCheck,0.0,⚪ HOLD,87404.3203125,87234.7421875,87802.15625,87508.828125
2025-12-24,2025-12-25,BTC-USD,"If You Invested $100 In Grayscale Bitcoin Trust (BTC) Stock 5 Years Ago, You Would Have This Much Today",0.0,⚪ HOLD,87608.3203125,87301.4296875,87835.8359375,88731.984375
2025-12-25,2025-12-26,BTC-USD,Lots Of Things Are Looking Up,0.0,⚪ HOLD,87235.5078125,87802.15625,87138.140625,89944.6953125
2025-12-26,2025-12-27,BTC-USD,Weekly Commentary: Just The Facts,0.0,⚪ HOLD,87301.4296875,87835.8359375,88430.1328125,90603.1875
2026-01-02,2026-01-03,BTC-USD,"Bitcoin May Plunge After January FOMC Meeting | Major Asset Classes: December 2025 Performance Review | 5 Predictions For 2026: Gold, Silver, Bitcoin, AI, Geopolitics",-0.31639744838078815,🔴 SELL,89945.0546875,91413.4921875,93729.03125,90386.6484375
2026-01-03,2026-01-04,BTC-USD,Happy Birthday Bitcoin: 17 Fun Facts About Leading Cryptocurrency,0.0,⚪ HOLD,90603.0,93882.5546875,91308.0546875,90827.4609375
2026-01-06,2026-01-07,BTC-USD,"Bitcoin, Ethereum And Solana Rebound Strongly To Start 2026 - Crypto Overview | Morgan Stanley Files For Bitcoin, Solana ETFs As Institutions Buy $1.16B In 2 Days | I See No Reason To Buy GBTC",0.3093692461649577,🟢 BUY,93727.46875,91027.125,90386.6484375,96929.328125
2026-01-07,2026-01-08,BTC-USD,"GBTC: The Behavior Narrative | Bitcoin Corrects To $92,000 As ETFs Snap Inflow Streak, Shed $243 Million",-0.3007544279098511,🔴 SELL,91309.640625,90513.1015625,90827.4609375,95551.1875
2026-01-09,2026-01-10,BTC-USD,Bitcoin ETFs see three straight days of outflows totaling $1.1 billion,0.4833078980445862,🟢 BUY,90510.1015625,90827.4609375,95321.78125,95099.921875
2026-01-10,2026-01-11,BTC-USD,Weekly Commentary: Full CBB To Be Posted This Weekend,0.0,⚪ HOLD,90385.359375,91192.9921875,96929.328125,93634.4296875
2026-01-13,2026-01-14,BTC-USD,"Bitcoin And Altcoins Breakout As Stock Market Momentum Fades: BTC, ETH And SOL Outlook | Legal Investigation Of Fed Chair Powell Presents New Risk To Markets | Whale's Tracking - Gold Over 'Digital Gold'",-0.5660609205563863,🔴 SELL,95322.90625,95551.1875,95099.921875,89376.9609375
2026-01-14,2026-01-15,BTC-USD,$100 Invested In Grayscale Bitcoin Trust (BTC) 5 Years Ago Would Be Worth This Much Today,0.0,⚪ HOLD,96931.2890625,95525.1171875,93634.4296875,89462.453125
2026-01-15,2026-01-16,BTC-USD,"Crypto News Today, 15 January 2026 – Bitcoin ETFs Absorb $1.7 Billion In Just 3 Days As BTC Hits $96k | Whale's Digital Asset View: Bitcoin's Cycle Position In 2026 | Bitcoin Price Rally: $100K Target In Sight As Institutional Buying Surges",0.5755693117777506,🟢 BUY,95554.1015625,95099.921875,92553.59375,89503.875
2026-01-17,2026-01-18,BTC-USD,Weekly Commentary: 2025 Year In Review,0.0,⚪ HOLD,95101.1796875,92553.59375,89376.9609375,86572.21875
2026-01-19,2026-01-20,BTC-USD,Whale's Tracking - Reassessment | Whale's Tradingview: How To Trade In 2026? (Part 2) | Chart Of The Day: Is Bitcoin... Back?,0.0,⚪ HOLD,92553.6015625,89376.9609375,89503.875,89102.5703125
2026-01-21,2026-01-22,BTC-USD,"Bitcoin Starts Off Weak In 2026, But Global Political Landscape Still Favors 'Digital Gold' Narrative",-0.7322006225585938,🔴 SELL,89378.5234375,89503.875,86572.21875,84561.5859375
2026-01-22,2026-01-23,BTC-USD,$1000 Invested In Grayscale Bitcoin Trust (BTC) 5 Years Ago Would Be Worth This Much Today | VanEck Mid-January 2026 Bitcoin ChainCheck,0.0,⚪ HOLD,89462.046875,89110.734375,88267.140625,84128.65625
2026-01-23,2026-01-24,BTC-USD,"Nasdaq wants to remove restrictions on BlackRock, Fidelity ETFs",0.0,⚪ HOLD,89506.1484375,86572.21875,89102.5703125,78621.1171875
2026-01-24,2026-01-25,BTC-USD,Weekly Commentary: Issues 2026,0.0,⚪ HOLD,89104.765625,88267.140625,89184.5703125,76974.4453125
2026-01-27,2026-01-28,BTC-USD,Bitcoin News: 5 Signals That BTC Bottoming Phase May Be Ending,-0.6280859708786011,🔴 SELL,89104.046875,84561.5859375,78621.1171875,73019.703125
2026-01-28,2026-01-29,BTC-USD,"Whale's Market Outlook 2026: Crypto Majors, Perp DEXs, And Prediction Markets",0.0,⚪ HOLD,89169.8515625,84128.65625,76974.4453125,62702.09765625
2026-01-29,2026-01-30,BTC-USD,"Whale's Market Outlook 2026: Liquidity, Expectations And 'The New Order' | Data Update 3 For 2026: The Trust Deficit - Bonds, Currencies, Gold And Bitcoin",0.0,⚪ HOLD,84562.7265625,78621.1171875,78688.765625,70555.390625
2026-01-31,2026-02-01,BTC-USD,Investors Pull Nearly $818 Million From Bitcoin ETFs as Cryptocurrency Tanks | 2 Bitcoin ETFs to Avoid—and 1 to Watch in 2026 | Weekly Commentary: Kevin Warsh And Regime Change,-0.29499346017837524,🔴 SELL,78626.125,78688.765625,73019.703125,70264.7265625
2026-02-02,2026-02-03,BTC-USD,"Shares of crypto-related companies are trading lower amid a drop in the price of Bitcoin. The digital commodity has been seeing continued weakness within the last few weeks. | Major Asset Classes: January 2026 Performance Review | Bitcoin's Crash Below $80,000 Means ETF Holders Now Sit On A $7B Loss",-0.6312381426493326,🔴 SELL,78693.5078125,73019.703125,70555.390625,68793.9609375
2026-02-03,2026-02-04,BTC-USD,"Shares of crypto-related companies are trading lower amid Bitcoin volatility after the value of the digital token fell below $76,000. | Bitcoin Breaks $80,000; Altcoins Suffer - BTC, ETH And SOL Outlook",-0.9357005655765533,🔴 SELL,75640.09375,62702.09765625,69281.96875,66991.96875
2026-02-04,2026-02-05,BTC-USD,Shares of crypto-related companies are trading lower amid a drop in Bitcoin. | Risk-Off Flows And A Tech/AI Panic - Market Reactions,-0.9354359805583954,🔴 SELL,73016.375,70555.390625,70264.7265625,66221.84375
2026-02-05,2026-02-06,BTC-USD,"BTC/USD Outlook: Bitcoin Tumbles To $63,000 Amid Global Tech Selloff | Bitcoin To 52-Week Lows | Google's Jaw-Dropping Capex – AI Story Has More Gas; Unstable Market Structures Hit Silver, Gold, Bitcoin, And Stocks | Shares of crypto-related companies are trading lower amid a drop in Bitcoin.",-0.9489374309778214,🔴 SELL,62704.453125,69281.96875,70120.78125,68857.84375
2026-02-06,2026-02-07,BTC-USD,"This Week's Market Wrap: Crypto Shock, Software Slump, And The AI Repricing Cycle | Markets Weekly Outlook: NFP, CPI, And Japan's High Stakes Election | Shares of crypto‑related companies are trading higher as Bitcoin is rebounding from recent weakness. | Is Bitcoin Digital Gold Or Fool's Gold? The Market's Still Deciding | Whale's Insight: Policy Uncertainty Triggers Cross Asset Repricing",-0.09229329824447632,⚪ HOLD,70553.796875,70264.7265625,68793.9609375,69767.625
2026-02-07,2026-02-08,BTC-USD,Weekly Commentary: Deleveraging Watch,0.0,⚪ HOLD,69283.7265625,70120.78125,66991.96875,68788.1875
2026-02-09,2026-02-10,BTC-USD,ProShares Ultra Bitcoin ETF BITU Collapses With Double Exposure Risk,-0.936911404132843,🔴 SELL,70137.390625,66991.96875,68857.84375,67494.21875
2026-02-10,2026-02-11,BTC-USD,What Triggered Bitcoin's Major Selloff In February 2026? | Bitcoin's Paper Market: How Futures And Options Can Push Price Down... And Then Rip It Up | Risk Trade Poised To Follow Crypto's Lead | Whale's Digital Asset View: Why Bitcoin Sells Off While Gold Stabilizes,0.0,⚪ HOLD,68791.859375,66221.84375,69767.625,66425.3203125
2026-02-11,2026-02-12,BTC-USD,"Shares of crypto-related companies are trading lower amid Bitcoin volatility after the value of the digital token fell below $68,000. | RPAR Risk Parity ETF: Investing Like Ray Dalio | Whale's Digital Asset View: Why Bitcoin Sells Off While Gold Stabilizes",-0.3244294921557109,🔴 SELL,66992.1953125,68857.84375,68788.1875,66957.5234375
2026-02-12,2026-02-13,BTC-USD,"U.S. Inflation Preview: Get Ready For CPI | Shares of crypto-linked stocks are trading lower amid a drop in Bitcoin. | Bitcoin's Evolving Institutional Role | Grayscale Bitcoin Trust ETF: Buy It, Just Not Now",-0.24259796738624573,🔴 SELL,66213.375,69767.625,68843.15625,68005.421875
2026-02-13,2026-02-14,BTC-USD,"Is $60,000 Bitcoin's Tripwire That Could Unleash A Cascade Of Selloffs? | Shares of crypto-related stocks are trading higher amid volatility in the price of Bitcoin. The industry may be seeing strength amid possible sympathy with Coinbase. | What's Behind The Selloff In Crypto, SaaS And AI Stocks | Chart Of The Day: 'Flash Crashes' Still Plaguing This Market",-0.1351144164800644,⚪ HOLD,68856.984375,68788.1875,67494.21875,68003.765625
2026-02-14,2026-02-15,BTC-USD,Weekly Commentary: Recalling 1991,0.0,⚪ HOLD,69764.953125,68843.15625,66425.3203125,67659.390625
2026-02-17,2026-02-18,BTC-USD,Shares of crypto-related stocks are trading lower amid a drop in the price of Bitcoin. The digital currency has been seeing volatility and may be weighed down by ongoing geopolitical tension and AI disruption concerns. | Whale's Tracking - Hotspots And Hedging,-0.4862065315246582,🔴 SELL,67488.0234375,66957.5234375,68003.765625,67960.125
2026-02-18,2026-02-19,BTC-USD,Whale's Methodology: Investing Through The Lens Of Volatility (II),0.0,⚪ HOLD,66425.625,68005.421875,67659.390625,67453.7734375
2026-02-19,2026-02-20,BTC-USD,"MoneyMasters Podcast 2-19-26- With Money Leaving Tech, How Should You Diversify | Bitcoin ETF Gold Rush Turns Into An Epic Bust",0.0,⚪ HOLD,66958.578125,68003.765625,64616.73828125,65881.796875
2026-02-20,2026-02-21,BTC-USD,"With Money Leaving Tech, How Should You Diversify?",0.0,⚪ HOLD,68000.25,67659.390625,64080.04296875,66995.859375
2026-02-23,2026-02-24,BTC-USD,"Bitcoin ETFs are hemorrhaging billions. Here’s what investors awaiting a crypto turnaround should watch for. | Shares of crypto-related stocks are trading lower as Bitcoin drops below $65,000. The digital currency fell after President Trump announced plans to raise global tariffs to 15%. | VanEck Mid-February 2026 Bitcoin ChainCheck",-0.32423033316930133,🔴 SELL,64616.015625,67960.125,65881.796875,68293.6484375
2026-02-25,2026-02-26,BTC-USD,"Bitcoin And Altcoins Catch A Breather After Jane Street Lawsuit - $70,000 Coming? | Shares of crypto-related stocks are trading higher amid volatility in the price of Bitcoin.",0.19872990250587463,⚪ HOLD,67954.8671875,65881.796875,65738.1015625,70841.125
2026-02-26,2026-02-27,BTC-USD,Shares of crypto-related stocks are trading lower amid volatility in the price of Bitcoin. | Whale's Tracking - Post-Deleveraging Rebalance,-0.48426416516304016,🔴 SELL,67456.515625,66995.859375,68775.8515625,68136.4921875
2026-02-27,2026-02-28,BTC-USD,Shares of crypto-related stocks are trading lower amid volatility in the price of Bitcoin.,-0.9685283303260803,🔴 SELL,65878.9296875,65738.1015625,68293.6484375,67272.59375
2026-02-28,2026-03-01,BTC-USD,Weekly Commentary: Sometimes Not Liquid At All,0.0,⚪ HOLD,67005.8828125,68775.8515625,72710.578125,65969.78125
2026-03-02,2026-03-03,BTC-USD,"Finding Your 'Perfect' Portfolio In The Age Of AI | Shares of crypto-related stocks are trading higher amid gains in the price of Bitcoin. The digital currency has seen volatility in recent months and found a floor above $65,000.",0.47098761796951294,⚪ HOLD,68785.078125,72710.578125,68136.4921875,69926.921875
